WEEK;WEEK_LABEL;AGE_GROUP;RESPONDENTS_N;ARI_CASE_PERC
2023-02-13;13 feb t/m 19 feb '23;<=24;243;18,93
2023-02-13;13 feb t/m 19 feb '23;25-39;1336;15,87
2023-02-13;13 feb t/m 19 feb '23;40-49;1994;10,38
2023-02-13;13 feb t/m 19 feb '23;50-59;3594;8,40
2023-02-13;13 feb t/m 19 feb '23;60-69;4573;7,19
2023-02-13;13 feb t/m 19 feb '23;70+;2667;4,87
2023-02-13;13 feb t/m 19 feb '23;Totaal;14407;8,51
2023-02-20;20 feb t/m 26 feb '23;<=24;238;21,01
2023-02-20;20 feb t/m 26 feb '23;25-39;1260;16,83
2023-02-20;20 feb t/m 26 feb '23;40-49;1934;14,53
2023-02-20;20 feb t/m 26 feb '23;50-59;3598;8,81
2023-02-20;20 feb t/m 26 feb '23;60-69;4510;7,41
2023-02-20;20 feb t/m 26 feb '23;70+;2653;4,49
2023-02-20;20 feb t/m 26 feb '23;Totaal;14193;9,25
2023-02-27;27 feb t/m  5 mrt '23;<=24;248;20,16
2023-02-27;27 feb t/m  5 mrt '23;25-39;1248;16,67
2023-02-27;27 feb t/m  5 mrt '23;40-49;1903;11,46
2023-02-27;27 feb t/m  5 mrt '23;50-59;3521;9,63
2023-02-27;27 feb t/m  5 mrt '23;60-69;4452;7,79
2023-02-27;27 feb t/m  5 mrt '23;70+;2619;5,50
2023-02-27;27 feb t/m  5 mrt '23;Totaal;13991;9,33
2023-03-06; 6 mrt t/m 12 mrt '23;<=24;240;13,75
2023-03-06; 6 mrt t/m 12 mrt '23;25-39;1237;13,26
2023-03-06; 6 mrt t/m 12 mrt '23;40-49;1864;9,66
2023-03-06; 6 mrt t/m 12 mrt '23;50-59;3420;8,74
2023-03-06; 6 mrt t/m 12 mrt '23;60-69;4327;7,72
2023-03-06; 6 mrt t/m 12 mrt '23;70+;2607;4,68
2023-03-06; 6 mrt t/m 12 mrt '23;Totaal;13695;8,27
2023-03-13;13 mrt t/m 19 mrt '23;<=24;221;12,22
2023-03-13;13 mrt t/m 19 mrt '23;25-39;1222;12,36
2023-03-13;13 mrt t/m 19 mrt '23;40-49;1862;9,02
2023-03-13;13 mrt t/m 19 mrt '23;50-59;3438;8,17
2023-03-13;13 mrt t/m 19 mrt '23;60-69;4359;6,26
2023-03-13;13 mrt t/m 19 mrt '23;70+;2546;4,48
2023-03-13;13 mrt t/m 19 mrt '23;Totaal;13648;7,43
2023-03-20;20 mrt t/m 26 mrt '23;<=24;161;14,91
2023-03-20;20 mrt t/m 26 mrt '23;25-39;802;8,98
2023-03-20;20 mrt t/m 26 mrt '23;40-49;1277;8,22
2023-03-20;20 mrt t/m 26 mrt '23;50-59;2351;6,21
2023-03-20;20 mrt t/m 26 mrt '23;60-69;3009;4,95
2023-03-20;20 mrt t/m 26 mrt '23;70+;1811;3,20
2023-03-20;20 mrt t/m 26 mrt '23;Totaal;9411;5,89
2023-03-27;27 mrt t/m  2 apr '23;<=24;230;17,83
2023-03-27;27 mrt t/m  2 apr '23;25-39;1197;13,03
2023-03-27;27 mrt t/m  2 apr '23;40-49;1869;9,90
2023-03-27;27 mrt t/m  2 apr '23;50-59;3537;7,10
2023-03-27;27 mrt t/m  2 apr '23;60-69;4515;5,65
2023-03-27;27 mrt t/m  2 apr '23;70+;2689;4,02
2023-03-27;27 mrt t/m  2 apr '23;Totaal;14037;7,10
2023-04-03; 3 apr t/m  9 apr '23;<=24;193;11,92
2023-04-03; 3 apr t/m  9 apr '23;25-39;1024;10,45
2023-04-03; 3 apr t/m  9 apr '23;40-49;1650;8,18
2023-04-03; 3 apr t/m  9 apr '23;50-59;3062;5,91
2023-04-03; 3 apr t/m  9 apr '23;60-69;4095;5,05
2023-04-03; 3 apr t/m  9 apr '23;70+;2510;3,43
2023-04-03; 3 apr t/m  9 apr '23;Totaal;12534;5,90
2023-04-10;10 apr t/m 16 apr '23;<=24;198;10,61
2023-04-10;10 apr t/m 16 apr '23;25-39;1037;11,76
2023-04-10;10 apr t/m 16 apr '23;40-49;1664;9,13
2023-04-10;10 apr t/m 16 apr '23;50-59;3230;5,39
2023-04-10;10 apr t/m 16 apr '23;60-69;4226;4,90
2023-04-10;10 apr t/m 16 apr '23;70+;2536;3,35
2023-04-10;10 apr t/m 16 apr '23;Totaal;12891;5,90
2023-04-17;17 apr t/m 23 apr '23;<=24;197;16,24
2023-04-17;17 apr t/m 23 apr '23;25-39;996;10,04
2023-04-17;17 apr t/m 23 apr '23;40-49;1594;7,34
2023-04-17;17 apr t/m 23 apr '23;50-59;3128;5,88
2023-04-17;17 apr t/m 23 apr '23;60-69;4135;4,64
2023-04-17;17 apr t/m 23 apr '23;70+;2489;2,89
2023-04-17;17 apr t/m 23 apr '23;Totaal;12539;5,56
2023-04-24;24 apr t/m 30 apr '23;<=24;184;13,59
2023-04-24;24 apr t/m 30 apr '23;25-39;926;9,94
2023-04-24;24 apr t/m 30 apr '23;40-49;1515;7,00
2023-04-24;24 apr t/m 30 apr '23;50-59;2996;5,21
2023-04-24;24 apr t/m 30 apr '23;60-69;4041;4,16
2023-04-24;24 apr t/m 30 apr '23;70+;2470;3,64
2023-04-24;24 apr t/m 30 apr '23;Totaal;12132;5,25
2023-05-01; 1 mei t/m  7 mei '23;<=24;159;8,81
2023-05-01; 1 mei t/m  7 mei '23;25-39;928;10,45
2023-05-01; 1 mei t/m  7 mei '23;40-49;1490;6,91
2023-05-01; 1 mei t/m  7 mei '23;50-59;3003;5,69
2023-05-01; 1 mei t/m  7 mei '23;60-69;4027;4,00
2023-05-01; 1 mei t/m  7 mei '23;70+;2473;3,23
2023-05-01; 1 mei t/m  7 mei '23;Totaal;12080;5,18
2023-05-08; 8 mei t/m 14 mei '23;<=24;181;7,18
2023-05-08; 8 mei t/m 14 mei '23;25-39;912;8,66
2023-05-08; 8 mei t/m 14 mei '23;40-49;1484;6,60
2023-05-08; 8 mei t/m 14 mei '23;50-59;2964;4,42
2023-05-08; 8 mei t/m 14 mei '23;60-69;3979;3,29
2023-05-08; 8 mei t/m 14 mei '23;70+;2435;2,79
2023-05-08; 8 mei t/m 14 mei '23;Totaal;11955;4,35
2023-05-15;15 mei t/m 21 mei '23;<=24;167;8,98
2023-05-15;15 mei t/m 21 mei '23;25-39;878;8,77
2023-05-15;15 mei t/m 21 mei '23;40-49;1433;7,19
2023-05-15;15 mei t/m 21 mei '23;50-59;2870;4,98
2023-05-15;15 mei t/m 21 mei '23;60-69;3889;3,73
2023-05-15;15 mei t/m 21 mei '23;70+;2428;2,80
2023-05-15;15 mei t/m 21 mei '23;Totaal;11665;4,72
2023-05-22;22 mei t/m 28 mei '23;<=24;161;12,42
2023-05-22;22 mei t/m 28 mei '23;25-39;900;9,44
2023-05-22;22 mei t/m 28 mei '23;40-49;1452;6,82
2023-05-22;22 mei t/m 28 mei '23;50-59;2807;5,59
2023-05-22;22 mei t/m 28 mei '23;60-69;3854;3,61
2023-05-22;22 mei t/m 28 mei '23;70+;2346;2,47
2023-05-22;22 mei t/m 28 mei '23;Totaal;11520;4,84
2023-05-29;29 mei t/m  4 jun '23;<=24;165;10,91
2023-05-29;29 mei t/m  4 jun '23;25-39;874;8,35
2023-05-29;29 mei t/m  4 jun '23;40-49;1480;7,77
2023-05-29;29 mei t/m  4 jun '23;50-59;2852;4,87
2023-05-29;29 mei t/m  4 jun '23;60-69;3884;3,76
2023-05-29;29 mei t/m  4 jun '23;70+;2403;2,21
2023-05-29;29 mei t/m  4 jun '23;Totaal;11658;4,67
2023-06-05; 5 jun t/m 11 jun '23;<=24;156;10,90
2023-06-05; 5 jun t/m 11 jun '23;25-39;854;9,48
2023-06-05; 5 jun t/m 11 jun '23;40-49;1407;6,11
2023-06-05; 5 jun t/m 11 jun '23;50-59;2782;4,78
2023-06-05; 5 jun t/m 11 jun '23;60-69;3843;3,33
2023-06-05; 5 jun t/m 11 jun '23;70+;2364;1,73
2023-06-05; 5 jun t/m 11 jun '23;Totaal;11406;4,26
2023-06-12;12 jun t/m 18 jun '23;<=24;138;14,49
2023-06-12;12 jun t/m 18 jun '23;25-39;844;7,94
2023-06-12;12 jun t/m 18 jun '23;40-49;1385;5,49
2023-06-12;12 jun t/m 18 jun '23;50-59;2744;4,12
2023-06-12;12 jun t/m 18 jun '23;60-69;3819;2,64
2023-06-12;12 jun t/m 18 jun '23;70+;2376;2,02
2023-06-12;12 jun t/m 18 jun '23;Totaal;11306;3,76
2023-06-19;19 jun t/m 25 jun '23;<=24;147;6,12
2023-06-19;19 jun t/m 25 jun '23;25-39;803;6,72
2023-06-19;19 jun t/m 25 jun '23;40-49;1384;5,78
2023-06-19;19 jun t/m 25 jun '23;50-59;2750;3,27
2023-06-19;19 jun t/m 25 jun '23;60-69;3759;2,31
2023-06-19;19 jun t/m 25 jun '23;70+;2356;1,15
2023-06-19;19 jun t/m 25 jun '23;Totaal;11199;3,10
2023-06-26;26 jun t/m  2 jul '23;<=24;147;4,76
2023-06-26;26 jun t/m  2 jul '23;25-39;813;5,29
2023-06-26;26 jun t/m  2 jul '23;40-49;1355;4,13
2023-06-26;26 jun t/m  2 jul '23;50-59;2700;2,70
2023-06-26;26 jun t/m  2 jul '23;60-69;3751;2,05
2023-06-26;26 jun t/m  2 jul '23;70+;2357;1,10
2023-06-26;26 jun t/m  2 jul '23;Totaal;11123;2,54
2023-07-03; 3 jul t/m  9 jul '23;<=24;142;5,63
2023-07-03; 3 jul t/m  9 jul '23;25-39;779;4,49
2023-07-03; 3 jul t/m  9 jul '23;40-49;1374;3,64
2023-07-03; 3 jul t/m  9 jul '23;50-59;2716;2,76
2023-07-03; 3 jul t/m  9 jul '23;60-69;3823;2,46
2023-07-03; 3 jul t/m  9 jul '23;70+;2392;1,09
2023-07-03; 3 jul t/m  9 jul '23;Totaal;11226;2,57
2023-07-10;10 jul t/m 16 jul '23;<=24;128;6,25
2023-07-10;10 jul t/m 16 jul '23;25-39;756;4,37
2023-07-10;10 jul t/m 16 jul '23;40-49;1313;2,82
2023-07-10;10 jul t/m 16 jul '23;50-59;2681;2,35
2023-07-10;10 jul t/m 16 jul '23;60-69;3793;2,24
2023-07-10;10 jul t/m 16 jul '23;70+;2424;2,10
2023-07-10;10 jul t/m 16 jul '23;Totaal;11095;2,50
2023-07-17;17 jul t/m 23 jul '23;<=24;132;7,58
2023-07-17;17 jul t/m 23 jul '23;25-39;744;7,53
2023-07-17;17 jul t/m 23 jul '23;40-49;1265;4,35
2023-07-17;17 jul t/m 23 jul '23;50-59;2640;3,18
2023-07-17;17 jul t/m 23 jul '23;60-69;3762;2,31
2023-07-17;17 jul t/m 23 jul '23;70+;2421;1,78
2023-07-17;17 jul t/m 23 jul '23;Totaal;10964;3,06
2023-07-24;24 jul t/m 30 jul '23;<=24;128;3,91
2023-07-24;24 jul t/m 30 jul '23;25-39;762;5,25
2023-07-24;24 jul t/m 30 jul '23;40-49;1242;5,07
2023-07-24;24 jul t/m 30 jul '23;50-59;2574;4,08
2023-07-24;24 jul t/m 30 jul '23;60-69;3721;2,34
2023-07-24;24 jul t/m 30 jul '23;70+;2438;1,80
2023-07-24;24 jul t/m 30 jul '23;Totaal;10865;3,17
2023-07-31;31 jul t/m  6 aug '23;<=24;120;9,17
2023-07-31;31 jul t/m  6 aug '23;25-39;742;7,41
2023-07-31;31 jul t/m  6 aug '23;40-49;1217;5,09
2023-07-31;31 jul t/m  6 aug '23;50-59;2565;3,70
2023-07-31;31 jul t/m  6 aug '23;60-69;3759;2,82
2023-07-31;31 jul t/m  6 aug '23;70+;2418;2,11
2023-07-31;31 jul t/m  6 aug '23;Totaal;10821;3,51
2023-08-07; 7 aug t/m 13 aug '23;<=24;120;10,00
2023-08-07; 7 aug t/m 13 aug '23;25-39;697;8,46
2023-08-07; 7 aug t/m 13 aug '23;40-49;1219;3,94
2023-08-07; 7 aug t/m 13 aug '23;50-59;2561;3,79
2023-08-07; 7 aug t/m 13 aug '23;60-69;3687;2,58
2023-08-07; 7 aug t/m 13 aug '23;70+;2432;2,47
2023-08-07; 7 aug t/m 13 aug '23;Totaal;10716;3,46
2023-08-14;14 aug t/m 20 aug '23;<=24;116;6,03
2023-08-14;14 aug t/m 20 aug '23;25-39;716;6,70
2023-08-14;14 aug t/m 20 aug '23;40-49;1240;5,24
2023-08-14;14 aug t/m 20 aug '23;50-59;2552;4,15
2023-08-14;14 aug t/m 20 aug '23;60-69;3746;2,96
2023-08-14;14 aug t/m 20 aug '23;70+;2385;1,55
2023-08-14;14 aug t/m 20 aug '23;Totaal;10755;3,48
2023-08-21;21 aug t/m 27 aug '23;<=24;134;8,96
2023-08-21;21 aug t/m 27 aug '23;25-39;739;7,17
2023-08-21;21 aug t/m 27 aug '23;40-49;1253;5,59
2023-08-21;21 aug t/m 27 aug '23;50-59;2601;3,84
2023-08-21;21 aug t/m 27 aug '23;60-69;3746;3,07
2023-08-21;21 aug t/m 27 aug '23;70+;2443;1,76
2023-08-21;21 aug t/m 27 aug '23;Totaal;10916;3,60
2023-08-28;28 aug t/m  3 sep '23;<=24;144;11,81
2023-08-28;28 aug t/m  3 sep '23;25-39;749;9,48
2023-08-28;28 aug t/m  3 sep '23;40-49;1320;8,03
2023-08-28;28 aug t/m  3 sep '23;50-59;2618;5,77
2023-08-28;28 aug t/m  3 sep '23;60-69;3748;3,60
2023-08-28;28 aug t/m  3 sep '23;70+;2429;2,35
2023-08-28;28 aug t/m  3 sep '23;Totaal;11008;4,88
2023-09-04; 4 sep t/m 10 sep '23;<=24;137;12,41
2023-09-04; 4 sep t/m 10 sep '23;25-39;719;9,60
2023-09-04; 4 sep t/m 10 sep '23;40-49;1273;8,96
2023-09-04; 4 sep t/m 10 sep '23;50-59;2596;6,01
2023-09-04; 4 sep t/m 10 sep '23;60-69;3724;4,03
2023-09-04; 4 sep t/m 10 sep '23;70+;2431;3,46
2023-09-04; 4 sep t/m 10 sep '23;Totaal;10880;5,42
2023-09-11;11 sep t/m 17 sep '23;<=24;124;11,29
2023-09-11;11 sep t/m 17 sep '23;25-39;718;10,58
2023-09-11;11 sep t/m 17 sep '23;40-49;1260;7,86
2023-09-11;11 sep t/m 17 sep '23;50-59;2588;6,34
2023-09-11;11 sep t/m 17 sep '23;60-69;3704;4,32
2023-09-11;11 sep t/m 17 sep '23;70+;2408;2,24
2023-09-11;11 sep t/m 17 sep '23;Totaal;10802;5,25
2023-09-18;18 sep t/m 24 sep '23;<=24;116;13,79
2023-09-18;18 sep t/m 24 sep '23;25-39;721;11,51
2023-09-18;18 sep t/m 24 sep '23;40-49;1229;9,19
2023-09-18;18 sep t/m 24 sep '23;50-59;2550;6,67
2023-09-18;18 sep t/m 24 sep '23;60-69;3676;4,16
2023-09-18;18 sep t/m 24 sep '23;70+;2403;3,20
2023-09-18;18 sep t/m 24 sep '23;Totaal;10695;5,72
2023-09-25;25 sep t/m  1 okt '23;<=24;137;15,33
2023-09-25;25 sep t/m  1 okt '23;25-39;792;12,12
2023-09-25;25 sep t/m  1 okt '23;40-49;1344;10,49
2023-09-25;25 sep t/m  1 okt '23;50-59;2716;8,58
2023-09-25;25 sep t/m  1 okt '23;60-69;3805;6,07
2023-09-25;25 sep t/m  1 okt '23;70+;2457;4,15
2023-09-25;25 sep t/m  1 okt '23;Totaal;11251;7,32
2023-10-02; 2 okt t/m  8 okt '23;<=24;136;13,24
2023-10-02; 2 okt t/m  8 okt '23;25-39;775;13,03
2023-10-02; 2 okt t/m  8 okt '23;40-49;1331;11,95
2023-10-02; 2 okt t/m  8 okt '23;50-59;2720;7,98
2023-10-02; 2 okt t/m  8 okt '23;60-69;3916;6,23
2023-10-02; 2 okt t/m  8 okt '23;70+;2531;5,02
2023-10-02; 2 okt t/m  8 okt '23;Totaal;11409;7,59
2023-10-09; 9 okt t/m 15 okt '23;<=24;132;15,91
2023-10-09; 9 okt t/m 15 okt '23;25-39;807;13,75
2023-10-09; 9 okt t/m 15 okt '23;40-49;1402;10,91
2023-10-09; 9 okt t/m 15 okt '23;50-59;2792;8,42
2023-10-09; 9 okt t/m 15 okt '23;60-69;3932;6,15
2023-10-09; 9 okt t/m 15 okt '23;70+;2530;5,02
2023-10-09; 9 okt t/m 15 okt '23;Totaal;11595;7,67
2023-10-16;16 okt t/m 22 okt '23;<=24;150;20,67
2023-10-16;16 okt t/m 22 okt '23;25-39;849;16,25
2023-10-16;16 okt t/m 22 okt '23;40-49;1425;12,07
2023-10-16;16 okt t/m 22 okt '23;50-59;2835;9,66
2023-10-16;16 okt t/m 22 okt '23;60-69;3978;8,07
2023-10-16;16 okt t/m 22 okt '23;70+;2520;6,39
2023-10-16;16 okt t/m 22 okt '23;Totaal;11757;9,33
2023-10-23;23 okt t/m 29 okt '23;<=24;152;13,16
2023-10-23;23 okt t/m 29 okt '23;25-39;844;15,28
2023-10-23;23 okt t/m 29 okt '23;40-49;1423;11,81
2023-10-23;23 okt t/m 29 okt '23;50-59;2868;8,61
2023-10-23;23 okt t/m 29 okt '23;60-69;4079;7,72
2023-10-23;23 okt t/m 29 okt '23;70+;2603;5,11
2023-10-23;23 okt t/m 29 okt '23;Totaal;11969;8,46
2023-10-30;30 okt t/m  5 nov '23;<=24;141;12,77
2023-10-30;30 okt t/m  5 nov '23;25-39;821;14,37
2023-10-30;30 okt t/m  5 nov '23;40-49;1412;12,18
2023-10-30;30 okt t/m  5 nov '23;50-59;2837;9,48
2023-10-30;30 okt t/m  5 nov '23;60-69;4077;8,09
2023-10-30;30 okt t/m  5 nov '23;70+;2565;6,12
2023-10-30;30 okt t/m  5 nov '23;Totaal;11853;8,98
